Date,Time,Event,Application,Module,Lat,Long,Heading,Speed,Status,DateTime,Operator,UTS Depot
2024-01-06,06:50:59.914,INFO,CleverWareUI,Avm,40.838693,-73.878195,3.7,0.0,"AvmException (duration): Started Count 0, Canceled Count 30, PidConfig=2100000059 (Mode=1, MinDur=600 sec)",2024-01-06 06:51:00,40345,WF
2024-01-06,06:51:01.110,INFO,CleverWareUI,Avm,40.838693,-73.878195,3.7,0.0,Received 595 wheel speed messages out of an expected 600 since 2024-01-06 06:50:01.102 AM,2024-01-06 06:51:01,40345,WF
2024-01-06,06:51:02.420,INFO,CleverWareUI,Framework,40.838693,-73.878195,3.7,0.0,Gps Position,2024-01-06 06:51:02,40345,WF
2024-01-06,06:51:02.825,INFO,CleverWareUI,Radio,40.838693,-73.878195,3.7,0.0,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-38], C1 [67], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:51:03,40345,WF
2024-01-06,06:51:04.560,INFO,CleverWareUI,Framework,40.838693,-73.878195,3.7,0.0,Gps Position,2024-01-06 06:51:04,40345,WF
2024-01-06,06:51:05.633,INFO,CleverWareUI,Framework,40.838693,-73.878195,3.7,0.0,Gps Position,2024-01-06 06:51:05,40345,WF
2024-01-06,06:51:06.654,INFO,CleverWareUI,Framework,40.838693,-73.878195,357.3,0.287727196,Gps Position,2024-01-06 06:51:06,40345,WF
2024-01-06,06:51:07.710,INFO,CleverWareUI,Framework,40.838693,-73.878195,352.7,1.725681358,Gps Position,2024-01-06 06:51:07,40345,WF
2024-01-06,06:51:07.952,INFO,CleverWareUI,Radio,40.838693,-73.878195,352.7,1.725681358,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-39], C1 [66], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:51:08,40345,WF
2024-01-06,06:51:09.790,INFO,CleverWareUI,Framework,40.838727,-73.8782,341.5,3.898635324,Gps Position,2024-01-06 06:51:09,40345,WF
2024-01-06,06:51:09.830,INFO,CleverWareUI,Iop,40.838727,-73.8782,341.5,3.898635324,Sending IOP:heartbeat message.,2024-01-06 06:51:10,40345,WF
2024-01-06,06:51:11.850,INFO,CleverWareUI,Framework,40.838763,-73.878217,340.4,4.221135238,Gps Position,2024-01-06 06:51:11,40345,WF
2024-01-06,06:51:11.930,INFO,CleverWareUI,Iop,40.838763,-73.878217,340.4,4.221135238,Sending IOP:heartbeat message.,2024-01-06 06:51:12,40345,WF
2024-01-06,06:51:13.950,INFO,CleverWareUI,Framework,40.838795,-73.878233,343.0,3.400226366,Gps Position,2024-01-06 06:51:13,40345,WF
2024-01-06,06:51:14.990,INFO,CleverWareUI,Framework,40.838807,-73.87824,332.8,2.60795385,Gps Position,2024-01-06 06:51:14,40345,WF
2024-01-06,06:51:15.070,INFO,CleverWareUI,Iop,40.838807,-73.87824,332.8,2.60795385,Sending IOP:heartbeat message.,2024-01-06 06:51:15,40345,WF
2024-01-06,06:51:16.076,INFO,CleverWareUI,Framework,40.838818,-73.878245,328.3,2.421817536,Gps Position,2024-01-06 06:51:16,40345,WF
2024-01-06,06:51:17.134,INFO,CleverWareUI,Avm,40.838827,-73.878248,320.3,2.105453984,Creating new Last Stop incident at trigger 789,2024-01-06 06:51:17,40345,WF
2024-01-06,06:51:17.831,INFO,CleverWareUI,Radio,40.838827,-73.878248,320.3,1.18636332,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-47], C1 [58], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:51:18,40345,WF
2024-01-06,06:51:19.290,INFO,CleverWareUI,Framework,40.838827,-73.878248,312.2,0.0,Gps Position,2024-01-06 06:51:19,40345,WF
2024-01-06,06:51:20.386,INFO,CleverWareUI,Framework,40.838827,-73.878248,314.6,0.583636208,Gps Position,2024-01-06 06:51:20,40345,WF
2024-01-06,06:51:20.827,INFO,CleverWareUI,Framework,40.838827,-73.878248,314.6,0.583636208,HttpUtil: JSON Response string was empty,2024-01-06 06:51:21,40345,WF
2024-01-06,06:51:22.430,INFO,CleverWareUI,Framework,40.838827,-73.878248,312.1,0.467727148,Gps Position,2024-01-06 06:51:22,40345,WF
2024-01-06,06:51:22.926,INFO,CleverWareUI,Radio,40.838827,-73.878248,312.1,0.467727148,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-42], C1 [63], CCH [769.1125], LA [27], NLA [28]",2024-01-06 06:51:23,40345,WF
2024-01-06,06:51:23.990,EVENT,CleverWareUI,Ota,40.838827,-73.878248,304.0,2.012044918,"EventType=OtaMessageRx, MessageId=PollRequest, RxMode=Ota20, Size=20",2024-01-06 06:51:24,40345,WF
2024-01-06,06:51:24.791,INFO,CleverWareUI,Radio,40.83884,-73.878283,291.3,5.305907676,"Session: [192.168.1.20:1195] - DebugMessage received: [16774.881,RD,489,EVNT,Tx OTA data via rdo]",2024-01-06 06:51:25,40345,WF
2024-01-06,06:51:25.591,INFO,CleverWareUI,Iop,40.838852,-73.878337,277.0,7.635679782,Sending IOP:heartbeat message.,2024-01-06 06:51:26,40345,WF
2024-01-06,06:51:27.611,INFO,CleverWareUI,Framework,40.838853,-73.878488,261.3,13.63636,Gps Position,2024-01-06 06:51:27,40345,WF
2024-01-06,06:51:27.855,INFO,CleverWareUI,Radio,40.838853,-73.878488,261.3,13.63636,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-43], C1 [62], CCH [769.1125], LA [27], NLA [28]",2024-01-06 06:51:28,40345,WF
2024-01-06,06:51:28.761,INFO,CleverWareUI,Avm,40.838843,-73.87858,259.9,16.363632,IncidentPublish: Preparing to write D:\Logs\LastStop_00323_00000_240106_065028.txt,2024-01-06 06:51:29,40345,WF
2024-01-06,06:51:30.781,INFO,CleverWareUI,Framework,40.838818,-73.878787,259.3,18.499767794,Gps Position,2024-01-06 06:51:30,40345,WF
2024-01-06,06:51:31.791,INFO,CleverWareUI,Framework,40.838803,-73.878902,259.0,18.499767794,Gps Position,2024-01-06 06:51:31,40345,WF
2024-01-06,06:51:32.832,INFO,CleverWareUI,Framework,40.838785,-73.879027,258.4,24.267948074,Gps Position,2024-01-06 06:51:32,40345,WF
2024-01-06,06:51:32.921,INFO,CleverWareUI,Radio,40.838785,-73.879027,258.4,24.267948074,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-48], C1 [57], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:51:33,40345,WF
2024-01-06,06:51:34.892,INFO,CleverWareUI,Framework,40.838733,-73.879292,252.0,27.082492778,Gps Position,2024-01-06 06:51:34,40345,WF
2024-01-06,06:51:35.912,INFO,CleverWareUI,Framework,40.838695,-73.87943,247.4,28.048628884,Gps Position,2024-01-06 06:51:35,40345,WF
2024-01-06,06:51:35.992,INFO,CleverWareUI,Iop,40.838695,-73.87943,247.4,28.048628884,Sending IOP:heartbeat message.,2024-01-06 06:51:36,40345,WF
2024-01-06,06:51:37.000,INFO,CleverWareUI,Framework,40.838648,-73.87957,243.0,29.095901332,Gps Position,2024-01-06 06:51:37,40345,WF
2024-01-06,06:51:38.518,INFO,Autostart,Framework,40.838592,-73.87971,237.8,29.970673826,Process: CleverWareUI CPU: 6.5 %,2024-01-06 06:51:38,40345,WF
2024-01-06,06:51:39.032,INFO,CleverWareUI,Framework,40.838523,-73.879847,233.3,30.65453728,Gps Position,2024-01-06 06:51:39,40345,WF
2024-01-06,06:51:40.073,INFO,CleverWareUI,Framework,40.838443,-73.879978,229.2,31.219082584,Gps Position,2024-01-06 06:51:40,40345,WF
2024-01-06,06:51:41.157,INFO,CleverWareUI,Framework,40.838263,-73.880227,221.3,32.15794597,Gps Position,2024-01-06 06:51:41,40345,WF
2024-01-06,06:51:42.173,INFO,CleverWareUI,Framework,40.838162,-73.880338,216.4,32.987036658,Gps Position,2024-01-06 06:51:42,40345,WF
2024-01-06,06:51:42.853,INFO,CleverWareUI,Radio,40.838162,-73.880338,216.4,33.11249117,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-49], C1 [56], CCH [769.1125], LA [27], NLA [28]",2024-01-06 06:51:43,40345,WF
2024-01-06,06:51:44.243,INFO,CleverWareUI,Framework,40.83793,-73.880528,209.3,33.726809188,Gps Position,2024-01-06 06:51:44,40345,WF
2024-01-06,06:51:44.537,EVENT,CleverWareUI,Ota,40.83793,-73.880528,209.3,34.923399778,"EventType=OtaMessageRx, MessageId=PollRequest, RxMode=Ota20, Size=20",2024-01-06 06:51:45,40345,WF
2024-01-06,06:51:46.354,INFO,CleverWareUI,Framework,40.837672,-73.880707,206.9,36.462944822,Gps Position,2024-01-06 06:51:46,40345,WF
2024-01-06,06:51:46.954,INFO,CleverWareUI,VehicleState,40.837672,-73.880707,206.9,37.38067185,Logging Vehicle Event: Distance,2024-01-06 06:51:47,40345,WF
2024-01-06,06:51:48.655,INFO,CleverWareUI,Framework,40.837395,-73.880897,206.8,39.644989428,ApiServer::PublicationThread() Processed 350000 publications. PublicationRate=840.58/sec,2024-01-06 06:51:48,40345,WF
2024-01-06,06:51:49.533,INFO,CleverWareUI,Iop,40.837252,-73.880992,206.8,39.644989428,Sending IOP:heartbeat message.,2024-01-06 06:51:49,40345,WF
2024-01-06,06:51:49.748,INFO,CleverWareUI,Radio,40.837252,-73.880992,206.8,40.076580222,"Session: [192.168.1.20:1195] - DebugMessage received: [16800.002,URLC,623,NOTE,VoIP hlth ok:N,1]",2024-01-06 06:51:50,40345,WF
2024-01-06,06:51:51.538,INFO,CleverWareUI,Framework,40.836958,-73.881173,205.5,40.302943798,Gps Position,2024-01-06 06:51:51,40345,WF
2024-01-06,06:51:52.573,INFO,CleverWareUI,Framework,40.836818,-73.881262,204.2,39.874080276,Gps Position,2024-01-06 06:51:52,40345,WF
2024-01-06,06:51:52.948,INFO,CleverWareUI,Radio,40.836818,-73.881262,204.2,39.12612593,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-56], C1 [49], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:51:53,40345,WF
2024-01-06,06:51:54.660,INFO,CleverWareUI,Framework,40.836535,-73.88142,201.3,38.346126138,Gps Position,2024-01-06 06:51:54,40345,WF
2024-01-06,06:51:55.679,INFO,CleverWareUI,Framework,40.836395,-73.881492,200.2,38.233626168,Gps Position,2024-01-06 06:51:55,40345,WF
2024-01-06,06:51:56.759,INFO,CleverWareUI,Framework,40.836253,-73.881558,200.1,37.9090808,Gps Position,2024-01-06 06:51:56,40345,WF
2024-01-06,06:51:57.281,INFO,CleverWareUI,Framework,40.836112,-73.881628,200.7,37.9090808,Process: AudioPlayer CPU: 0.1 %,2024-01-06 06:51:57,40345,WF
2024-01-06,06:51:58.934,INFO,CleverWareUI,Framework,40.83597,-73.881702,202.2,38.48180792,Gps Position,2024-01-06 06:51:58,40345,WF
2024-01-06,06:51:59.013,INFO,CleverWareUI,Iop,40.83597,-73.881702,202.2,38.48180792,Sending IOP:heartbeat message.,2024-01-06 06:51:59,40345,WF
2024-01-06,06:52:00.033,INFO,CleverWareUI,Iop,40.835828,-73.881778,203.2,38.746353304,Sending IOP:heartbeat message.,2024-01-06 06:52:00,40345,WF
2024-01-06,06:52:01.034,INFO,CleverWareUI,Framework,40.835687,-73.881862,204.8,39.12612593,Gps Position,2024-01-06 06:52:01,40345,WF
2024-01-06,06:52:02.074,INFO,CleverWareUI,Iop,40.835547,-73.881947,206.0,38.561580626,Sending IOP:heartbeat message.,2024-01-06 06:52:02,40345,WF
2024-01-06,06:52:02.935,INFO,CleverWareUI,Radio,40.835407,-73.882038,204.9,38.70680786,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-50], C1 [55], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:52:03,40345,WF
2024-01-06,06:52:04.114,INFO,CleverWareUI,Framework,40.835135,-73.882225,209.5,38.9999896,Gps Position,2024-01-06 06:52:04,40345,WF
2024-01-06,06:52:04.834,INFO,CleverWareUI,VehicleState,40.835135,-73.882225,209.5,38.9999896,Logging Vehicle Event: Distance,2024-01-06 06:52:05,40345,WF
2024-01-06,06:52:06.154,INFO,CleverWareUI,Framework,40.834873,-73.882437,212.9,38.466126106,Gps Position,2024-01-06 06:52:06,40345,WF
2024-01-06,06:52:06.893,EVENT,CleverWareUI,Ota,40.834873,-73.882437,212.9,38.466126106,"EventType=OtaMessageRx, MessageId=PollRequest, RxMode=Ota20, Size=20",2024-01-06 06:52:07,40345,WF
2024-01-06,06:52:07.893,INFO,CleverWareUI,Radio,40.834747,-73.882552,213.9,38.380217038,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-55], C1 [50], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:52:08,40345,WF
2024-01-06,06:52:09.335,INFO,CleverWareUI,Framework,40.834495,-73.882785,214.8,38.507717004,Gps Position,2024-01-06 06:52:09,40345,WF
2024-01-06,06:52:10.414,INFO,CleverWareUI,Framework,40.834368,-73.882902,214.6,38.602489706,Gps Position,2024-01-06 06:52:10,40345,WF
2024-01-06,06:52:11.474,INFO,CleverWareUI,Framework,40.834242,-73.883018,215.0,38.56703517,Gps Position,2024-01-06 06:52:11,40345,WF
2024-01-06,06:52:12.494,INFO,CleverWareUI,Framework,40.834117,-73.883133,215.2,38.707489678,Gps Position,2024-01-06 06:52:12,40345,WF
2024-01-06,06:52:12.956,INFO,CleverWareUI,Radio,40.834117,-73.883133,215.2,38.707489678,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-58], C1 [47], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:52:13,40345,WF
2024-01-06,06:52:13.695,INFO,CleverWareUI,VehicleState,40.833992,-73.883248,214.5,38.742944214,Logging Vehicle Event: Distance,2024-01-06 06:52:14,40345,WF
2024-01-06,06:52:15.728,INFO,CleverWareUI,Framework,40.83374,-73.883472,213.6,38.251353436,Gps Position,2024-01-06 06:52:15,40345,WF
2024-01-06,06:52:16.103,INFO,CleverWareUI,Framework,40.833617,-73.883582,213.0,38.251353436,"TimedSQL - Name: ConfigurationManager.GetGeoFenceField, TotalMs: 0.7949, Read count: 1",2024-01-06 06:52:16,40345,WF
2024-01-06,06:52:17.774,INFO,CleverWareUI,Framework,40.833493,-73.88369,212.9,37.65680814,Gps Position,2024-01-06 06:52:17,40345,WF
2024-01-06,06:52:17.961,INFO,CleverWareUI,Radio,40.833493,-73.88369,212.9,37.65680814,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-54], C1 [51], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:52:18,40345,WF
2024-01-06,06:52:19.936,INFO,CleverWareUI,Framework,40.833252,-73.883905,213.6,36.953853782,Gps Position,2024-01-06 06:52:19,40345,WF
2024-01-06,06:52:19.955,INFO,CleverWareUI,Iop,40.833252,-73.883905,213.6,36.953853782,Sending IOP:heartbeat message.,2024-01-06 06:52:20,40345,WF
2024-01-06,06:52:21.956,INFO,CleverWareUI,Framework,40.833012,-73.884118,212.6,36.64089932,Gps Position,2024-01-06 06:52:21,40345,WF
2024-01-06,06:52:22.035,INFO,CleverWareUI,Iop,40.833012,-73.884118,212.6,36.64089932,Sending IOP:heartbeat message.,2024-01-06 06:52:22,40345,WF
2024-01-06,06:52:22.855,INFO,CleverWareUI,Radio,40.832893,-73.884218,212.4,36.083172196,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-52], C1 [53], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:52:23,40345,WF
2024-01-06,06:52:24.097,INFO,CleverWareUI,Framework,40.83265,-73.884423,211.3,35.907263152,Gps Position,2024-01-06 06:52:24,40345,WF
2024-01-06,06:52:25.121,INFO,CleverWareUI,Framework,40.832527,-73.884525,209.7,35.950217686,Gps Position,2024-01-06 06:52:25,40345,WF
2024-01-06,06:52:25.738,EVENT,CleverWareUI,Ota,40.832527,-73.884525,209.7,35.950217686,"EventType=OtaMessageRx, MessageId=PollRequest, RxMode=Ota20, Size=20",2024-01-06 06:52:26,40345,WF
2024-01-06,06:52:27.156,INFO,CleverWareUI,Framework,40.832275,-73.884707,207.2,35.36930875,Gps Position,2024-01-06 06:52:27,40345,WF
2024-01-06,06:52:27.939,INFO,CleverWareUI,Radio,40.832275,-73.884707,207.2,35.36930875,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-55], C1 [50], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:52:28,40345,WF
2024-01-06,06:52:29.297,INFO,CleverWareUI,Framework,40.832017,-73.884875,205.3,36.89658107,Gps Position,2024-01-06 06:52:29,40345,WF
2024-01-06,06:52:30.458,INFO,CleverWareUI,Iop,40.831885,-73.884958,204.2,36.216808524,Sending IOP:heartbeat message.,2024-01-06 06:52:30,40345,WF
2024-01-06,06:52:31.458,INFO,CleverWareUI,Framework,40.83175,-73.885038,202.8,36.288399414,Gps Position,2024-01-06 06:52:31,40345,WF
2024-01-06,06:52:32.546,INFO,CleverWareUI,Framework,40.831612,-73.885112,201.4,37.007717404,Gps Position,2024-01-06 06:52:32,40345,WF
2024-01-06,06:52:32.993,INFO,CleverWareUI,Radio,40.831612,-73.885112,201.4,37.007717404,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-52], C1 [53], CCH [769.1125], LA [27], NLA [28]",2024-01-06 06:52:33,40345,WF
2024-01-06,06:52:34.598,INFO,CleverWareUI,Framework,40.831333,-73.885235,199.5,36.370217574,Gps Position,2024-01-06 06:52:34,40345,WF
2024-01-06,06:52:34.618,INFO,CleverWareUI,Iop,40.831333,-73.885235,199.5,36.370217574,Sending IOP:heartbeat message.,2024-01-06 06:52:35,40345,WF
2024-01-06,06:52:36.683,INFO,CleverWareUI,Framework,40.831068,-73.885345,197.8,33.850900064,Gps Position,2024-01-06 06:52:36,40345,WF
2024-01-06,06:52:37.732,INFO,CleverWareUI,Framework,40.830942,-73.885392,196.5,32.127945978,Gps Position,2024-01-06 06:52:37,40345,WF
2024-01-06,06:52:38.519,INFO,Autostart,Framework,40.830942,-73.885392,196.5,32.127945978,Process: CleverWareUI CPU: 6.2 %,2024-01-06 06:52:38,40345,WF
2024-01-06,06:52:39.760,INFO,CleverWareUI,Framework,40.830698,-73.885473,193.8,30.71249181,Gps Position,2024-01-06 06:52:39,40345,WF
2024-01-06,06:52:40.799,INFO,CleverWareUI,Framework,40.83058,-73.885508,193.4,29.98635564,Gps Position,2024-01-06 06:52:40,40345,WF
2024-01-06,06:52:41.800,INFO,CleverWareUI,Framework,40.830465,-73.885543,193.3,29.90453748,Gps Position,2024-01-06 06:52:41,40345,WF
2024-01-06,06:52:42.158,INFO,CleverWareUI,Framework,40.830348,-73.885577,193.6,29.90453748,Module TimeSyncManager queue high water mark 0,2024-01-06 06:52:42,40345,WF
2024-01-06,06:52:43.919,INFO,CleverWareUI,Framework,40.830233,-73.885608,193.8,28.767265056,Gps Position,2024-01-06 06:52:43,40345,WF
2024-01-06,06:52:44.980,INFO,CleverWareUI,Framework,40.830125,-73.885642,193.1,26.980901896,Gps Position,2024-01-06 06:52:44,40345,WF
2024-01-06,06:52:44.999,INFO,CleverWareUI,Iop,40.830125,-73.885642,193.1,26.980901896,Sending IOP:heartbeat message.,2024-01-06 06:52:45,40345,WF
2024-01-06,06:52:45.932,INFO,CleverWareUI,Radio,40.830022,-73.885672,191.0,26.49203839,Session: [192.168.1.20:1195] - TransmitAvailableOta20Data sending MessageId[28] with size [20],2024-01-06 06:52:46,40345,WF
2024-01-06,06:52:46.901,INFO,CleverWareUI,VehicleState,40.829918,-73.885693,190.1,26.705447424,Logging Vehicle Event: Distance,2024-01-06 06:52:47,40345,WF
2024-01-06,06:52:48.619,INFO,CleverWareUI,Framework,40.829703,-73.885732,184.7,27.7499926,ApiServer::PublicationThread() Processed 400000 publications. PublicationRate=833.79/sec,2024-01-06 06:52:48,40345,WF
2024-01-06,06:52:49.179,INFO,CleverWareUI,Iop,40.829588,-73.885743,183.8,28.790446868,Sending IOP:heartbeat message.,2024-01-06 06:52:49,40345,WF
2024-01-06,06:52:49.746,INFO,CleverWareUI,Radio,40.829588,-73.885743,183.8,28.790446868,"Session: [192.168.1.20:1195] - DebugMessage received: [16860.002,URLC,623,NOTE,VoIP hlth ok:N,1]",2024-01-06 06:52:50,40345,WF
2024-01-06,06:52:51.280,INFO,CleverWareUI,Framework,40.829352,-73.88577,185.5,30.604764566,Gps Position,2024-01-06 06:52:51,40345,WF
2024-01-06,06:52:52.379,INFO,CleverWareUI,Framework,40.82923,-73.885785,186.4,31.247037122,Gps Position,2024-01-06 06:52:52,40345,WF
2024-01-06,06:52:52.947,INFO,CleverWareUI,Radio,40.82923,-73.885785,186.4,31.247037122,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-57], C1 [48], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:52:53,40345,WF
2024-01-06,06:52:54.421,INFO,CleverWareUI,Framework,40.828985,-73.885828,188.3,31.630218838,Gps Position,2024-01-06 06:52:54,40345,WF
2024-01-06,06:52:55.460,INFO,CleverWareUI,Framework,40.828865,-73.885855,188.7,30.379082808,Gps Position,2024-01-06 06:52:55,40345,WF
2024-01-06,06:52:56.481,INFO,CleverWareUI,Framework,40.828753,-73.88588,188.5,28.331583354,Gps Position,2024-01-06 06:52:56,40345,WF
2024-01-06,06:52:57.340,INFO,CleverWareUI,Framework,40.828647,-73.8859,188.6,28.331583354,Process: AudioPlayer CPU: 0.1 %,2024-01-06 06:52:57,40345,WF
2024-01-06,06:52:57.540,INFO,CleverWareUI,Iop,40.828647,-73.8859,188.6,26.57385655,Sending IOP:heartbeat message.,2024-01-06 06:52:58,40345,WF
2024-01-06,06:52:58.832,INFO,CleverWareUI,VehicleState,40.828547,-73.885918,189.0,24.692720688,Logging Vehicle Event: Distance,2024-01-06 06:52:59,40345,WF
2024-01-06,06:52:59.620,INFO,CleverWareUI,Iop,40.828455,-73.885938,188.7,22.159085,Sending IOP:heartbeat message.,2024-01-06 06:53:00,40345,WF
2024-01-06,06:53:00.660,INFO,CleverWareUI,Iop,40.828373,-73.885958,187.6,19.084767638,Sending IOP:heartbeat message.,2024-01-06 06:53:01,40345,WF
2024-01-06,06:53:01.680,INFO,CleverWareUI,Iop,40.828305,-73.885968,188.6,15.41590498,Sending IOP:heartbeat message.,2024-01-06 06:53:02,40345,WF
2024-01-06,06:53:02.911,INFO,CleverWareUI,Radio,40.828252,-73.885982,188.0,12.457496678,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-59], C1 [46], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:53:03,40345,WF
2024-01-06,06:53:04.760,INFO,CleverWareUI,Framework,40.828178,-73.885993,186.3,7.194543536,Gps Position,2024-01-06 06:53:04,40345,WF
2024-01-06,06:53:05.840,INFO,CleverWareUI,Framework,40.828162,-73.886,190.2,4.05340801,Gps Position,2024-01-06 06:53:05,40345,WF
2024-01-06,06:53:05.920,INFO,CleverWareUI,Iop,40.828162,-73.886,190.2,4.05340801,Sending IOP:heartbeat message.,2024-01-06 06:53:06,40345,WF
2024-01-06,06:53:07.974,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.25909084,Gps Position,2024-01-06 06:53:07,40345,WF
2024-01-06,06:53:07.975,INFO,CleverWareUI,Radio,40.828157,-73.886003,186.4,0.25909084,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-61], C1 [44], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:53:08,40345,WF
2024-01-06,06:53:09.043,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:09,40345,WF
2024-01-06,06:53:10.082,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:10,40345,WF
2024-01-06,06:53:11.183,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:11,40345,WF
2024-01-06,06:53:12.204,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:12,40345,WF
2024-01-06,06:53:12.976,INFO,CleverWareUI,Radio,40.828157,-73.886003,186.4,0.0,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-64], C1 [41], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:53:13,40345,WF
2024-01-06,06:53:14.248,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:14,40345,WF
2024-01-06,06:53:15.304,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:15,40345,WF
2024-01-06,06:53:16.364,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:16,40345,WF
2024-01-06,06:53:17.384,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:17,40345,WF
2024-01-06,06:53:17.905,INFO,CleverWareUI,Radio,40.828157,-73.886003,186.4,0.0,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-67], C1 [38], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:53:18,40345,WF
2024-01-06,06:53:19.447,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:19,40345,WF
2024-01-06,06:53:20.463,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:20,40345,WF
2024-01-06,06:53:20.568,WARN,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,SSDSmartMonitor: Disk[Delkin Devices CE08TFNHK-FD000-D ATA Device] not supported SMART info will not be available.,2024-01-06 06:53:21,40345,WF
2024-01-06,06:53:22.483,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:22,40345,WF
2024-01-06,06:53:22.877,INFO,CleverWareUI,Radio,40.828157,-73.886003,186.4,0.0,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-59], C1 [46], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:53:23,40345,WF
2024-01-06,06:53:23.603,INFO,CleverWareUI,Iop,40.828157,-73.886003,186.4,0.0,Sending IOP:heartbeat message.,2024-01-06 06:53:24,40345,WF
2024-01-06,06:53:24.877,INFO,CleverWareUI,Radio,40.828157,-73.886003,186.4,0.0,Session: [192.168.1.20:1195] - TransmitAvailableOta20Data sending MessageId[28] with size [20],2024-01-06 06:53:25,40345,WF
2024-01-06,06:53:25.664,INFO,CleverWareUI,Iop,40.828157,-73.886003,186.4,0.0,Sending IOP:heartbeat message.,2024-01-06 06:53:26,40345,WF
2024-01-06,06:53:27.684,INFO,CleverWareUI,Framework,40.828157,-73.886003,186.4,0.0,Gps Position,2024-01-06 06:53:27,40345,WF
2024-01-06,06:53:27.888,INFO,CleverWareUI,Radio,40.828157,-73.886003,186.4,0.0,"Session: [192.168.1.20:1195] - CellularRadioStatus received. RSSI [-60], C1 [45], CCH [769.1125], LA [27], NLA [31]",2024-01-06 06:53:28,40345,WF
2024-01-06,06:53:28.785,INFO,CleverWareUI,Iop,40.828157,-73.886003,186.4,0.0,Sending IOP:heartbeat message.,2024-01-06 06:53:29,40345,WF
2024-01-06,06:53:30.818,INFO,CleverWareUI,Framework,40.828157,-73.886003,187.9,0.998181552,Gps Position,2024-01-06 06:53:30,40345,WF
2024-01-06,06:53:30.905,INFO,CleverWareUI,Iop,40.828157,-73.886003,187.9,0.998181552,Sending IOP:heartbeat message.,2024-01-06 06:53:31,40345,WF
