Lat,Long,Heading,DateTime,Operator,Depot,Division,UTSDepot,Speed,Acceleration,Bus_ID
40.719573,-73.732047,347.9,2024-01-06 11:55:01,561085,QUEENS VILLAGE,Queens North,QV,24.647038882,0.0,8497
40.719667,-73.732072,347.3,2024-01-06 11:55:02,561085,QUEENS VILLAGE,Queens North,QV,24.141811744,-0.505227138,8497
40.71976,-73.732097,348.4,2024-01-06 11:55:03,561085,QUEENS VILLAGE,Queens North,QV,23.749766394,-0.39204535,8497
40.719853,-73.732115,349.8,2024-01-06 11:55:04,561085,QUEENS VILLAGE,Queens North,QV,23.547266448,-0.202499946,8497
40.719942,-73.732135,349.9,2024-01-06 11:55:05,561085,QUEENS VILLAGE,Queens North,QV,23.15453928,-0.392727168,8497
40.720028,-73.732155,349.1,2024-01-06 11:55:06,561085,QUEENS VILLAGE,Queens North,QV,22.345903132,-0.808636148,8497
40.72011,-73.732173,349.3,2024-01-06 11:55:07,561085,QUEENS VILLAGE,Queens North,QV,21.334767038,-1.011136094,8497
40.72011,-73.732173,349.3,2024-01-06 11:55:08,561085,QUEENS VILLAGE,Queens North,QV,20.009994664,-1.324772374,8497
40.720185,-73.73219,348.0,2024-01-06 11:55:09,561085,QUEENS VILLAGE,Queens North,QV,17.989086112,-2.020908552,8497
40.720252,-73.732208,346.9,2024-01-06 11:55:10,561085,QUEENS VILLAGE,Queens North,QV,16.574313762,-1.41477235,8497
40.72038,-73.732213,3.7,2024-01-06 11:55:11,561085,QUEENS VILLAGE,Queens North,QV,16.069086624,-0.505227138,8497
40.720443,-73.732193,16.0,2024-01-06 11:55:12,561085,QUEENS VILLAGE,Queens North,QV,16.069086624,0.0,8497
40.720505,-73.732155,27.8,2024-01-06 11:55:13,561085,QUEENS VILLAGE,Queens North,QV,16.574313762,0.505227138,8497
40.720568,-73.7321,34.0,2024-01-06 11:55:14,561085,QUEENS VILLAGE,Queens North,QV,17.685677102,1.11136334,8497
40.720628,-73.732038,37.1,2024-01-06 11:55:15,561085,QUEENS VILLAGE,Queens North,QV,18.687267744,1.001590642,8497
40.72069,-73.731972,38.7,2024-01-06 11:55:16,561085,QUEENS VILLAGE,Queens North,QV,19.090904,0.403636256,8497
40.72075,-73.731902,38.8,2024-01-06 11:55:17,561085,QUEENS VILLAGE,Queens North,QV,20.009994664,0.919090664,8497
40.72075,-73.731902,38.8,2024-01-06 11:55:18,561085,QUEENS VILLAGE,Queens North,QV,20.009994664,0.0,8497
40.720812,-73.731833,38.8,2024-01-06 11:55:19,561085,QUEENS VILLAGE,Queens North,QV,20.414312738,0.404318074,8497
40.720873,-73.73176,39.2,2024-01-06 11:55:20,561085,QUEENS VILLAGE,Queens North,QV,20.727949018,0.31363628,8497
40.721002,-73.731617,37.4,2024-01-06 11:55:21,561085,QUEENS VILLAGE,Queens North,QV,20.8295399,0.101590882,8497
